accession	strain	subtype	date	host	host_common_name	location	region	passage_history	length
PX347508.1	A/New Zealand/19CF0821/2019	H1N1	2019-06	Homo sapiens		New Zealand	Oceania		1701
PX330362.1	A/New Zealand/19CF0927/2019	H1N1	2019-06	Homo sapiens		New Zealand	Oceania		1701
PX330378.1	A/New Zealand/19CF1050/2019	H1N1	2019-06	Homo sapiens		New Zealand	Oceania		1701
PX344937.1	A/New Zealand/19CF1110/2019	H1N1	2019-06	Homo sapiens		New Zealand	Oceania		1701
PX344949.1	A/New Zealand/19CF1237/2019	H1N1	2019-06	Homo sapiens		New Zealand	Oceania		1701
PX336049.1	A/New Zealand/19CF1309/2019	H1N1	2019-06	Homo sapiens		New Zealand	Oceania		1701
PX341520.1	A/New Zealand/19CF1312/2019	H1N1	2019-06	Homo sapiens		New Zealand	Oceania		1701
MW772611.1	A/swine/Brazil/076-19-2/2019	H1N2	2019-06-04	Sus scrofa		Brazil	South America		1777
MW772723.1	A/swine/Brazil/350-19-18/2019	H1N2	2019-06-04	Sus scrofa		Brazil	South America		1775
MW012907.1	A/India/KeralaRGCB249/2019	H1N1	2019-06-07	Homo sapiens		India	Asia		1732
MT907791.1	A/swine/Iowa/19TOSU2723/2019	H1N1	2019-06-07	Sus scrofa		USA: Iowa	North America		1753
MW772858.1	A/swine/Brazil/083-19/2019	H1N1	2019-06-25	Sus scrofa		Brazil	South America		1777
MW772547.1	A/swine/Brazil/063-19-4/2019	H1N1	2019-06-27	Sus scrofa		Brazil	South America		1777
PX341529.1	A/New Zealand/19CF1401/2019	H1N1	2019-07	Homo sapiens		New Zealand	Oceania		1701
OQ594027.1	A/Sydney/S24/2019	H1N1	2019-07	Homo sapiens		Australia: Sydney	Oceania		1701
PX446420.1	A/Yaounde/7499/2019	H1N1	2019-07	Homo sapiens		Cameroon: Yaounde	Africa		1701
MW772865.1	A/swine/Brazil/084-19/2019	H1N1	2019-07-01	Sus scrofa		Brazil	South America		1776
MT803178.1	A/Thailand/CU-B35519/2019	H1N1	2019-07-10	Homo sapiens		Thailand	Asia		1701
MW772885.1	A/swine/Brazil/132-19/2019	H1N1	2019-07-30	Sus scrofa		Brazil	South America		1777
MW772667.1	A/swine/Brazil/135-19/2019	H1N1	2019-08-05	Sus scrofa		Brazil	South America		1777
MW772675.1	A/swine/Brazil/136-19/2019	H1N1	2019-08-07	Sus scrofa		Brazil	South America		1765
MW772500.1	A/swine/Brazil/119-19/2019	H1N2	2019-08-08	Sus scrofa		Brazil	South America		1775
MW772508.1	A/swine/Brazil/123-19/2019	H1N2	2019-08-08	Sus scrofa		Brazil	South America		1775
MT395365.1	A/Netherlands/Gent-193/2019	H1N1	2019-09-24	Homo sapiens		Netherlands	Europe		1752
MZ401423.1	A/swine/South Korea/PL773/2019	H1N2	2019-09-26	Sus scrofa		South Korea	Asia		1701
OL371399.1	A/wild waterbird/Queensland/P19-04746-17/2019	H1N1	2019-09-27			Australia: Queensland	Oceania		1701
PX446419.1	A/Buea/3508/2019	H1N1	2019-10	Homo sapiens		Cameroon: Buea	Africa		1701
PX446408.1	A/Buea/3510/2019	H1N1	2019-10	Homo sapiens		Cameroon: Buea	Africa		1701
PX446406.1	A/Douala/7678/2019	H1N1	2019-10	Homo sapiens		Cameroon: Douala	Africa		1701
PX446405.1	A/Douala/8101/2019	H1N1	2019-10	Homo sapiens		Cameroon: Douala	Africa		1701
PX446422.1	A/Yaounde/6747/2019	H1N1	2019-10	Homo sapiens		Cameroon: Yaounde	Africa		1701
PX446417.1	A/Yaounde/7500/2019	H1N1	2019-10	Homo sapiens		Cameroon: Yaounde	Africa		1701
PX446416.1	A/Yaounde/8644/2019	H1N1	2019-10	Homo sapiens		Cameroon: Yaounde	Africa		1701
MW186796.1	A/duck/Moscow/5743/2019	H1N1	2019-10-15	Anas platyrhynchos		Russia: Moscow	Europe		1739
MZ088673.1	A/swine/France/29-190501/2019	H1N1	2019-10-15	Sus scrofa		France	Europe		1753
MW772699.1	A/swine/Brazil/279-19/2019	H1N1	2019-10-22	Sus scrofa		Brazil	South America		1776
PX446421.1	A/Yaounde/5732/2019	H1N1	2019-11	Homo sapiens		Cameroon: Yaounde	Africa		1701
PX446415.1	A/Yaounde/935/2019	H1N1	2019-11	Homo sapiens		Cameroon: Yaounde	Africa		1701
MW772737.1	A/swine/Brazil/005-20/2019	H1N2	2019-11-13	Sus scrofa		Brazil	South America		1777
MN976490.1	A/Idaho/41/2019	H1N1	2019-11-18	Homo sapiens		USA: Idaho	North America		1752
MZ005096.1	A/swine/Maule/VN1401-4766/2019	H1N1	2019-11-20	Sus scrofa		Chile	South America		1779
MN976322.1	A/California/215/2019	H1N1	2019-11-28	Homo sapiens		USA: California	North America		1752
MT168448.1	A/Texas/414/2019	H1N1	2019-12-22	Homo sapiens		USA: Texas	North America		1752
MT028144.2	A/swine/Indiana/A01812300/2019	H1N2	2019-12-23	Sus scrofa		USA: Indiana	North America		1698
OQ797596.1	A/northern pintail duck/Egypt/MB-D-2211C/2019	H1N1	2019-12-28	Anas acuta		Egypt	Africa		1777
OP847907.1	A/Izmir/39/2019	H1N1	2019-12-31	Homo sapiens		Turkey: Izmir	Asia		1701
MT244732.1	A/Nebraska/01/2020	H1N1	2020-01-03	Homo sapiens		USA: Nebraska	North America		1752
PX835483.1	A/Japan/RE433877/2020	H1N1	2020-01-06	Homo sapiens		Japan	Asia		1701
MT026947.1	A/swine/South Korea/BRI5_HA/2020	H1N1	2020-01-06	Sus scrofa		South Korea	Asia		1701
PQ193682.1	A/swine/Denmark/20-2444-1/2020	H1N1	2020-01-10	Sus scrofa		Denmark	Europe		1701
PX835410.1	A/Japan/RE334974/2020	H1N1	2020-01-15	Homo sapiens		Japan	Asia		1701
PX835420.1	A/Japan/RE337629/2020	H1N1	2020-01-15	Homo sapiens		Japan	Asia		1701
PX835131.1	A/Israel/RE647361/2020	H1N1	2020-01-16	Homo sapiens		Israel	Asia		1701
PQ694984.1	A/King County/WA-S26533/2020	H1N1	2020-01-21	Homo sapiens		USA: Washington,King County	North America		1701
PX835821.1	A/Japan/RE979821/2020	H1N1	2020-01-22	Homo sapiens		Japan	Asia		1701
MT803163.1	A/Thailand/CU-B36313/2020	H1N1	2020-01-22	Homo sapiens		Thailand	Asia		1701
MT330476.1	A/Maryland/13/2020	H1N1	2020-01-24	Homo sapiens		USA: Maryland	North America		1752
MW772808.1	A/swine/Brazil/073-20/2020	H1N2	2020-01-28	Sus scrofa		Brazil	South America		1773
MW244322.1	A/swine/Italy/37481/2020	H1N1	2020-01-31	Sus scrofa		Italy	Europe		1701
PQ695736.1	A/King County/WA-S26670/2020	H1N1	2020-02-02	Homo sapiens		USA: Washington,King County	North America		1701
MW772801.1	A/swine/Brazil/070-20/2020	H1N1	2020-02-03	Sus scrofa		Brazil	South America		1777
MW772587.1	A/swine/Brazil/069-20/2020	H1N1	2020-02-04	Sus scrofa		Brazil	South America		1776
MT330888.1	A/Hawaii/14/2020	H1N1	2020-02-10	Homo sapiens		USA: Hawaii	North America		1752
PQ698656.1	A/King County/WA-S26796/2020	H1N1	2020-02-14	Homo sapiens		USA: Washington,King County	North America		1701
PQ696496.1	A/King County/WA-S26804/2020	H1N1	2020-02-17	Homo sapiens		USA: Washington,King County	North America		1701
MW244325.1	A/swine/Italy/58247/2020	H1N1	2020-02-17	Sus scrofa		Italy	Europe		1701
MT803179.1	A/Thailand/CU-B36840/2020	H1N1	2020-02-21	Homo sapiens		Thailand	Asia		1701
MZ046788.1	A/Washington/23/2020	H1N1	2020-02-28	Homo sapiens		USA: Washington	North America		1752
MZ005238.1	A/swine/Metropolitana/VN1401-4882/2020	H1N1	2020-02-28	Sus scrofa		Chile	South America		1777
PQ697640.1	A/King County/WA-S26979/2020	H1N1	2020-02-29	Homo sapiens		USA: Washington,King County	North America		1701
OK217244.1	A/wild duck/South Korea/KNU2018-26/2020	H1N1	2020-03-25	Anas platyrhynchos		South Korea	Asia		1701
PQ451880.1	A/Ibipora/Parana_3625/2020	H1N2	2020-04-14	Homo sapiens		Brazil: Estado do Parana, Ibipora	South America		1713
MT476205.1	A/swine/Iowa/A02479261/2020	H1N2	2020-04-17	Sus scrofa		USA: Iowa	North America		1698
ON716238.1	A/swine/Denmark/S04291-1/2020	H1N2	2020-04-30	Sus scrofa		Denmark	Europe		1778
MW772840.1	A/swine/Brazil/079-20-14/2020	H1N2	2020-05-05	Sus scrofa		Brazil	South America		1774
PV604960.1	A/swine/England/228996/2020	H1N2	2020-05-07	Sus scrofa		United Kingdom: England	Europe		1723
OR802290.1	A/swine/Brazil/288-2020/2020	H1N1	2020-05-20	Sus scrofa		Brazil	South America		1701
PP330724.1	A/swine/Spain/50070-1/2020	H1N1	2020-05-22	Sus scrofa		Spain	Europe		1777
OL371663.1	A/wild waterbird/Tasmania/20-2052-11/2020	H1N6	2020-05-25			Australia: Tasmania	Oceania		1701
MZ088449.1	A/swine/France/22-200232/2020	H1N2	2020-06-15	Sus scrofa		France	Europe	MDCK cells	1753
PP330766.1	A/swine/Spain/22270-1/2020	H1N2	2020-06-15	Sus scrofa		Spain	Europe		1778
MT797932.1	A/swine/Iowa/A02524469/2020	H1N2	2020-07-01	Sus scrofa		USA: Iowa	North America		1698
PP895748.1	A/swine/France/22-200456-2/2020	H1N2	2020-07-07	Sus scrofa		France	Europe		1743
PP895741.1	A/swine/France/22-200486-1/2020	H1N2	2020-07-19	Sus scrofa		France	Europe		1743
OL310834.1	A/swine/Liaoning/HLD1706/2020	H1N1	2020-07-27	Sus scrofa		China	Asia		1701
OL310841.1	A/swine/Liaoning/LY3468/2020	H1N1	2020-08-03	Sus scrofa		China	Asia		1701
MZ088505.1	A/swine/France/22-200249/2020	H1N2	2020-08-06	Sus scrofa		France	Europe	MDCK cells	1743
OR802368.1	A/swine/Brazil/319-2020/2020	H1N2	2020-08-13	Sus scrofa		Brazil	South America		1701
OR802581.1	A/swine/Brazil/324-2020/2020	H1N1	2020-08-20	Sus scrofa		Brazil	South America		1701
OL371079.1	A/wild duck/Queensland/P20-03375-0084-01/2020	H1N3	2020-08-27	Anas platyrhynchos		Australia: Queensland	Oceania		1701
OL371087.1	A/wild duck/Queensland/P20-03375-0119-01/2020	H1N2	2020-08-27	Anas platyrhynchos		Australia: Queensland	Oceania		1701
OL371103.1	A/wild duck/Queensland/P20-03558-0029-01/2020	H1N3	2020-09-10	Anas platyrhynchos		Australia: Queensland	Oceania		1701
OL371111.1	A/wild duck/Queensland/P20-03558-0050-01/2020	H1N3	2020-09-10	Anas platyrhynchos		Australia: Queensland	Oceania		1701
OL310854.1	A/swine/China/LY5804/2020	H1N1	2020-09-15	Sus scrofa		China	Asia		1701
PP751739.1	A/swine/Vietnam/SWOral144BG/2020	H1N1	2020-09-24	Sus scrofa domesticus		Viet Nam	Asia		1743
MZ005208.1	A/swine/Chile/VN1401-4993/2020	H1N1	2020-10-20	Sus scrofa		Chile	South America		1776
MZ005251.1	A/swine/Ohiggins/VN1401-5014/2020	H1N2	2020-10-26	Sus scrofa		Chile	South America		1778
MW338890.1	A/swine/Minnesota/A02524883/2020	H1N2	2020-11-06	Sus scrofa		USA: Minnesota	North America		1695
PP895824.1	A/swine/France/22-200436-2/2020	H1N2	2020-11-09	Sus scrofa		France	Europe		1743
OL310843.1	A/swine/Liaoning/TL5239/2020	H1N1	2020-11-12	Sus scrofa		China	Asia		1701
PQ451884.1	A/Reboucas/Parana_28600/2020	H1N2	2020-11-18	Homo sapiens		Brazil: Estado do Parana, Reboucas	South America		1701
MZ005173.1	A/swine/Ohiggins/VN1401-5101/2020	H1N1	2020-11-25	Sus scrofa		Chile	South America		1776
MZ005136.1	A/swine/Ohiggins/VN1401-5108/2020	H1N2	2020-11-25	Sus scrofa		Chile	South America		1778
PP896040.1	A/swine/France/29-210041-1/2020_HA	H1N2	2020-12-02	Sus scrofa		France	Europe		1743
MW493876.1	A/swine/North Carolina/A02245826/2020	H1N1	2020-12-04	Sus scrofa		USA: North Carolina	North America		1701
PP896144.1	A/swine/France/35-200508-2/2020	H1N2	2020-12-10	Sus scrofa		France	Europe		1743
MW478462.1	A/swine/Missouri/A02524951/2020	H1N1	2020-12-13	Sus scrofa		USA: Missouri	North America		1701
PQ116373.1	A/swine/Denmark/21_16958_2/2021	H1N1	2021-01	Sus scrofa		Denmark	Europe		1778
PQ116413.1	A/swine/Denmark/21_22753_2/2021	H1N1	2021-01	Sus scrofa		Denmark	Europe		1777
OM679428.1	A/South Korea/MDCK/2021	H1N1	2021-01-13	Homo sapiens		South Korea	Asia		1746
OR802405.1	A/swine/Brazil/068-2021/2021	H1N1	2021-01-13	Sus scrofa		Brazil	South America		1701
ON495441.1	A/Mallard(Anas platyrhynchos)/South Korea/KNU2021-5/2021	H1N1	2021-01-14	Anas platyrhynchos		South Korea	Asia		1762
OR048557.1	A/environment/Japan/KU-H17/2021	H1N1	2021-01-25			Japan	Asia		1701
PP338521.1	A/swine/Spain/44593-1/2021	H1N1	2021-02-01	Sus scrofa		Spain	Europe		1777
PP338284.1	A/swine/Spain/41566-1/2021	H1N2	2021-02-03	Sus scrofa		Spain	Europe		1777
OR802418.1	A/swine/Brazil/074-2021/2021	H1N1	2021-02-25	Sus scrofa		Brazil	South America		1701
ON495889.1	A/Bean Goose(Anser fabalis)/South Korea/KNU2021-40/2021	H1N1	2021-03-03	Anser fabalis		South Korea	Asia		1775
ON495897.1	A/Bean Goose(Anser fabalis)/South Korea/KNU2021-42/2021	H1N1	2021-03-10	Anser fabalis		South Korea	Asia		1777
ON495905.1	A/Mallard(Anas platyrhynchos)/South Korea/KNU2021-44/2021	H1N1	2021-03-10	Anas platyrhynchos		South Korea	Asia		1777
ON495914.1	A/Mallard(Anas platyrhynchos)/South Korea/KNU2021-45/2021	H1N1	2021-03-15	Anas platyrhynchos		South Korea	Asia		1701
MZ666812.1	A/swine/Texas/A02248033/2021	H1N2	2021-03-16	Sus scrofa		USA: Texas	North America		1695
PP895718.1	A/swine/France/22-210305-1/2021_HA	H1N2	2021-03-17	Sus scrofa		France	Europe		1743
OR802430.1	A/swine/Brazil/081-2021/2021	H1N1	2021-03-18	Sus scrofa		Brazil	South America		1701
OQ179166.1	A/swine/Utah/25262/2021	H1N1	2021-03-24	Sus scrofa		USA: Utah	North America		1701
PX446424.1	A/Douala/7087/2021	H1N1	2021-04	Homo sapiens		Cameroon: Douala	Africa		1701
PV700031.1	A/swine/Santa Catarina/090-2021/2021	H1N1	2021-04-15	Sus scrofa		Brazil: Santa Catarina	South America		1701
OR802448.1	A/swine/Brazil/092-2021/2021	H1N1	2021-04-23	Sus scrofa		Brazil	South America		1701
OR802935.1	A/swine/Brazil/196-2021/2021	H1N1	2021-04-26	Sus scrofa		Brazil	South America		1701
PP895920.1	A/swine/France/22-210295-4/2021	H1N2	2021-04-28	Sus scrofa		France	Europe		1743
MZ305498.1	A/swine/Illinois/A02635737/2021	H1N2	2021-04-29	Sus scrofa		USA: Illinois	North America		1698
MZ485426.1	A/swine/Indiana/A02635833/2021	H1N2	2021-05-14	Sus scrofa		USA: Indiana	North America		1698
OR802528.1	A/swine/Brazil/207-2021/2021	H1N2	2021-05-17	Sus scrofa		Brazil	South America		1698
OR802534.1	A/swine/Brazil/211-2021/2021	H1N1	2021-05-31	Sus scrofa		Brazil	South America		1701
PV017758.1	A/swine/Jiangsu/02/2021	H1N1	2021-06	Sus scrofa		China: Jiangsu	Asia		1778
ON935385.1	A/swine/Ohio/21TOSU1829/2021	H1N2	2021-06-25	Sus scrofa scrofa		USA	North America		1750
OP870651.1	A/swine/Ohio/21TOSU1836/2021	H1N2	2021-06-25	Sus scrofa scrofa		USA	North America		1750
OP808206.1	A/swine/South Korea/KBUS/2021	H1N2	2021-06-29	Sus scrofa		South Korea	Asia		1701
OR802545.1	A/swine/Brazil/216-2021/2021	H1N1	2021-07-07	Sus scrofa		Brazil	South America		1701
MZ747728.1	A/swine/Iowa/A02635968/2021	H1N2	2021-07-12	Sus scrofa		USA: Iowa	North America		1698
MZ747720.1	A/swine/Iowa/A02635971/2021	H1N2	2021-07-13	Sus scrofa		USA: Iowa	North America		1698
MZ747712.1	A/swine/Minnesota/A02635976/2021	H1N1	2021-07-15	Sus scrofa		USA: Minnesota	North America		1701
OR802551.1	A/swine/Brazil/217-2021/2021	H1N1	2021-07-27	Sus scrofa		Brazil	South America		1701
OR802563.1	A/swine/Brazil/220-2021/2021	H1N1	2021-07-29	Sus scrofa		Brazil	South America		1701
ON935086.1	A/swine/Indiana/21TOSU3117/2021	H1N2	2021-07-29	Sus scrofa scrofa		USA	North America		1750
OR802557.1	A/swine/Brazil/218-2021/2021	H1N2	2021-07-30	Sus scrofa		Brazil	South America		1701
OR802568.1	A/swine/Brazil/222-2021/2021	H1N2	2021-08-10	Sus scrofa		Brazil	South America		1698
OR802574.1	A/swine/Brazil/224-2021/2021	H1N2	2021-08-10	Sus scrofa		Brazil	South America		1698
OQ460181.1	A/swine/Cambodia/PFC60/2021	H1N2	2021-08-10	Sus scrofa		Cambodia	Asia		1701
PP895666.1	A/swine/France/22-210427-4/2021	H1N1	2021-08-10	Sus scrofa		France	Europe		1744
OQ460189.1	A/swine/Cambodia/PFC63/2021	H1N1	2021-08-14	Sus scrofa		Cambodia	Asia		1701
PX446230.1	A/Douala/6425/2021	H1N1	2021-09	Homo sapiens		Cameroon: Douala	Africa		1701
PX446385.1	A/Douala/6770/2021	H1N1	2021-09	Homo sapiens		Cameroon: Douala	Africa		1701
PX446387.1	A/Douala/7073/2021	H1N1	2021-09	Homo sapiens		Cameroon: Douala	Africa		1701
PX446383.1	A/Douala/7074/2021	H1N1	2021-09	Homo sapiens		Cameroon: Douala	Africa		1701
PX446384.1	A/Douala/7076/2021	H1N1	2021-09	Homo sapiens		Cameroon: Douala	Africa		1701
PX446388.1	A/Douala/7079/2021	H1N1	2021-09	Homo sapiens		Cameroon: Douala	Africa		1701
PX446423.1	A/Douala/7329/2021	H1N1	2021-09	Homo sapiens		Cameroon: Douala	Africa		1701
OQ360206.1	A/swine/Italy/260451/2021	H1N2	2021-09	Sus scrofa		Italy	Europe		1698
OQ360254.1	A/swine/Italy/331116/2021	H1N2	2021-09	Sus scrofa		Italy	Europe		1701
OK625351.1	A/swine/Iowa/A02636149/2021	H1N1	2021-09-08	Sus scrofa		USA: Iowa	North America		1701
OL331194.1	A/swine/Iowa/A02636171/2021	H1N1	2021-09-20	Sus scrofa		USA: Iowa	North America		1701
PP896280.1	A/swine/France/49-210490-1/2021	H1N2	2021-09-21	Sus scrofa		France	Europe		1743
PX446386.1	A/Bandjoun/7315/2021	H1N1	2021-10	Homo sapiens		Cameroon: Bandjoun	Africa		1701
OQ360542.1	A/swine/Italy/348919/2021	H1N1	2021-10	Sus scrofa		Italy	Europe		1701
OQ360550.1	A/swine/Italy/353554/2021	H1N1	2021-10	Sus scrofa		Italy	Europe		1701
PP896432.1	A/swine/France/72-210508-1/2021	H1N2	2021-10-12	Sus scrofa		France	Europe		1743
OR567267.1	A/Sydney/5/2021	H1N1	2021-10-16	Homo sapiens		Australia: Sydney	Oceania		1701
OR568550.1	A/Sydney/5/2021	H1N1	2021-10-16	Homo sapiens		Australia: Sydney	Oceania		1701
OQ718987.1	A/Sydney/5/2021	H1N1	2021-10-16	Homo sapiens		Australia: New South Wales, Sydney	Oceania		1745
ON531172.1	A/Human/New York City/PV20745/2021	H1N1	2021-10-24	Homo sapiens		USA	North America		1777
PX573710.1	A/Kilifi/MAV240518/2021	H1N1	2021-11-16	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573702.1	A/Kilifi/KCH210378/2021	H1N1	2021-11-17	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573703.1	A/Kilifi/KCH210379/2021	H1N1	2021-11-17	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573704.1	A/Kilifi/MAT220565/2021	H1N1	2021-11-22	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573706.1	A/Kilifi/MTO230533/2021	H1N1	2021-11-22	Homo sapiens		Kenya: Kilifi	Africa		1701
PX487272.1	A/Riyadh/19/2021	H1N1	2021-11-22	Homo sapiens		Saudi Arabia: Riyadh	Asia		1701
PP895548.1	A/swine/France/29-210536-7/2021	H1N1	2021-11-23	Sus scrofa		France	Europe		1777
PX487273.1	A/Riyadh/37/2021	H1N1	2021-11-25	Homo sapiens		Saudi Arabia: Riyadh	Asia		1701
OM315092.1	A/swine/Minnesota/A02710695/2021	H1N1	2021-11-30	Sus scrofa		USA: Minnesota	North America		1701
PX487274.1	A/Riyadh/63/2021	H1N1	2021-12-19	Homo sapiens		Saudi Arabia: Riyadh	Asia		1701
PQ115600.1	A/swine/Denmark/SI22-01852-2/2022	H1N2	2022-01	Sus scrofa		Denmark	Europe		1777
OQ356010.1	A/swine/Italy/21295-1/2022	H1N2	2022-01	Sus scrofa		Italy	Europe		1695
OP279687.1	A/swine/Italy/29548-31/2022	H1N1	2022-01	Sus scrofa		Italy	Europe		1742
PX487277.1	A/Riyadh/66/2022	H1N1	2022-01-17	Homo sapiens		Saudi Arabia: Riyadh	Asia		1701
OR802454.1	A/swine/Brazil/1518-2022/2022	H1N1	2022-01-20	Sus scrofa		Brazil	South America		1701
OR802472.1	A/swine/Brazil/1525-2022/2022	H1N1	2022-02-10	Sus scrofa		Brazil	South America		1701
OR802201.1	A/swine/Brazil/1527-2022/2022	H1N2	2022-02-10	Sus scrofa		Brazil	South America		1701
PX487278.1	A/Riyadh/88/2022	H1N1	2022-02-20	Homo sapiens		Saudi Arabia: Riyadh	Asia		1701
OR802483.1	A/swine/Brazil/1534-2022/2022	H1N1	2022-03-10	Sus scrofa		Brazil	South America		1698
OR802695.1	A/swine/Brazil/1535-2022/2022	H1N2	2022-03-10	Sus scrofa		Brazil	South America		1701
PX048680.1	A/Taiwan/NS1031/2022	H1N1	2022-03-13	Homo sapiens		Taiwan	Asia		1698
PX336326.1	A/New Zealand/22VR1330/2022	H1N1	2022-04	Homo sapiens		New Zealand	Oceania		1701
OR802494.1	A/swine/Brazil/1539-2022/2022	H1N1	2022-04-14	Sus scrofa		Brazil	South America		1701
OR802719.1	A/swine/Brazil/1542-2022/2022	H1N2	2022-04-21	Sus scrofa		Brazil	South America		1701
PX325145.1	A/New Zealand/22HH5088/2022	H1N1	2022-05	Homo sapiens		New Zealand	Oceania		1701
PX341798.1	A/New Zealand/22VR1610/2022	H1N1	2022-05	Homo sapiens		New Zealand	Oceania		1701
OR668578.1	A/Duck/Ugii lake/266/2022	H1N1	2022-05-01	Anatidae		Mongolia: Ugii lake	Asia		1742
PQ107619.1	A/swine/Spain/12510-1/2022	H1N1	2022-05-17	Sus scrofa		Spain	Europe		1777
PV454592.1	A/Kenya/W205/2022	H1N1	2022-05-24	Homo sapiens		Kenya	Africa		1701
PX336437.1	A/New Zealand/22VR1870/2022	H1N1	2022-06	Homo sapiens		New Zealand	Oceania		1701
PX348001.1	A/New Zealand/22VR1959/2022	H1N1	2022-06	Homo sapiens		New Zealand	Oceania		1701
PX333544.1	A/New Zealand/22VR2117/2022	H1N1	2022-06	Homo sapiens		New Zealand	Oceania		1701
PX320595.1	A/New Zealand/22VR2565/2022	H1N1	2022-06	Homo sapiens		New Zealand	Oceania		1701
PX336717.1	A/New Zealand/22VR2569/2022	H1N1	2022-06	Homo sapiens		New Zealand	Oceania		1701
PX336725.1	A/New Zealand/22VR2581/2022	H1N1	2022-06	Homo sapiens		New Zealand	Oceania		1701
PX573715.1	A/Kilifi/KCH210788/2022	H1N1	2022-06-16	Homo sapiens		Kenya: Kilifi	Africa		1701
OP871231.1	A/swine/Indiana/22TOSU0507/2022	H1N2	2022-06-23	Sus scrofa scrofa		USA	North America		1751
PX573725.1	A/Kilifi/MAT220998/2022	H1N1	2022-06-27	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573717.1	A/Kilifi/KCH210861/2022	H1N1	2022-06-28	Homo sapiens		Kenya: Kilifi	Africa		1701
PX327942.1	A/New Zealand/22CF0357/2022	H1N1	2022-07	Homo sapiens		New Zealand	Oceania		1701
PX331215.1	A/New Zealand/22VR2890/2022	H1N1	2022-07	Homo sapiens		New Zealand	Oceania		1701
PX325975.1	A/New Zealand/22VR3358/2022	H1N1	2022-07	Homo sapiens		New Zealand	Oceania		1701
PX573726.1	A/Kilifi/MAT221007/2022	H1N1	2022-07-04	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573753.1	A/Kilifi/MAV240957/2022	H1N1	2022-07-05	Homo sapiens		Kenya: Kilifi	Africa		1701
PQ107640.1	A/swine/Spain/2247-1/2022	H1N1	2022-07-06	Sus scrofa		Spain	Europe		1777
OQ722779.1	A/swine/Ohio/22TOSU2690/2022	H1N2	2022-07-14	Sus scrofa scrofa		USA	North America		1752
PX573737.1	A/Kilifi/MTO230999/2022	H1N1	2022-07-20	Homo sapiens		Kenya: Kilifi	Africa		1701
OR802759.1	A/swine/Brazil/1553-2022/2022	H1N2	2022-07-21	Sus scrofa		Brazil	South America		1701
OR802238.1	A/swine/Brazil/1555-2022/2022	H1N1	2022-07-21	Sus scrofa		Brazil	South America		1698
PX573720.1	A/Kilifi/KCH211019/2022	H1N1	2022-07-27	Homo sapiens		Kenya: Kilifi	Africa		1701
OR802791.1	A/swine/Brazil/1558-2022/2022	H1N1	2022-07-28	Sus scrofa		Brazil	South America		1698
OR802799.1	A/swine/Brazil/1559-2022/2022	H1N2	2022-07-28	Sus scrofa		Brazil	South America		1698
OR802807.1	A/swine/Brazil/1560-2022/2022	H1N2	2022-07-28	Sus scrofa		Brazil	South America		1698
PP895540.1	A/swine/France/29-220506-7/2022	H1N2	2022-07-29	Sus scrofa		France	Europe		1743
PX321071.1	A/New Zealand/22VR3929/2022	H1N1	2022-08	Homo sapiens		New Zealand	Oceania		1701
OR802823.1	A/swine/Brazil/1562-2022/2022	H1N2	2022-08-02	Sus scrofa		Brazil	South America		1698
OR802245.1	A/swine/Brazil/1564-2022/2022	H1N2	2022-08-04	Sus scrofa		Brazil	South America		1698
OP454983.1	A/swine/Iowa/A02750766/2022	H1N1	2022-08-04	Sus scrofa		USA: Iowa	North America		1701
OR043080.1	A/India/CG-AIIMSR-165/2022	H1N1	2022-08-13	Homo sapiens		India	Asia		1752
OR043096.1	A/India/CG-AIIMSR-202/2022	H1N1	2022-08-20	Homo sapiens		India	Asia		1752
PX573738.1	A/Kilifi/MTO231022/2022	H1N1	2022-08-23	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573739.1	A/Kilifi/MTO231051/2022	H1N1	2022-09-05	Homo sapiens		Kenya: Kilifi	Africa		1701
OR043192.1	A/India/CG-AIIMSR-393/2022	H1N1	2022-09-06	Homo sapiens		India	Asia		1752
OR043200.1	A/India/CG-AIIMSR-406/2022	H1N1	2022-09-07	Homo sapiens		India	Asia		1752
OR043216.1	A/India/CG-AIIMSR-429/2022	H1N1	2022-09-08	Homo sapiens		India	Asia		1752
PX573741.1	A/Kilifi/MTO231067/2022	H1N1	2022-09-12	Homo sapiens		Kenya: Kilifi	Africa		1701
OR043248.1	A/India/CG-AIIMSR-513/2022	H1N1	2022-09-14	Homo sapiens		India	Asia		1752
PX573744.1	A/Kilifi/MTO231079/2022	H1N1	2022-09-14	Homo sapiens		Kenya: Kilifi	Africa		1701
OR043272.1	A/India/CG-AIIMSR-550/2022	H1N1	2022-09-17	Homo sapiens		India	Asia		1752
OP938825.1	A/Rheinland-Pfalz/USAFSAM-13452/2022	H1N1	2022-09-17	Homo sapiens		Germany: Rheinland-Pfalz	Europe		1701
PQ535321.1	A/swine/Italy/318719/2022	H1N1	2022-09-30	Sus scrofa		Italy	Europe		1701
