accession	strain	subtype	date	host	host_common_name	location	region	passage_history	length
MK978976.1	A/duck/Mongolia/620/2018	H3N8	2018-09-03	Anas platyrhynchos		Mongolia	Asia		1744
PQ755430.1	A/Mallard Duck/Netherlands/112/2018	H3N8	2018-09-06	Anas platyrhynchos		Netherlands	Europe		1765
MN571215.1	A/South Australia/87/2018	H3N2	2018-09-20	Homo sapiens		Australia: South Australia	Oceania		1737
MK398433.1	A/Arizona/40/2018	H3N2	2018-09-26	Homo sapiens		USA: Arizona	North America		1737
PQ755591.1	A/Mallard Duck/Netherlands/OM_13/2018	H3N8	2018-09-26	Anas platyrhynchos		Netherlands	Europe		1765
MN572831.1	A/Tasmania/1001/2018	H3N2	2018-10-02	Homo sapiens		Australia: Tasmania	Oceania		1737
MK595697.1	A/India/Ker-1851651/2018	H3N2	2018-10-16	Homo sapiens		India	Asia		1710
MK592849.1	A/India/Pun-1851148/2018	H3N2	2018-10-27	Homo sapiens		India	Asia		1710
PQ755272.1	A/Mallard Duck/Netherlands/154/2018	H3N8	2018-11-03	Anas platyrhynchos		Netherlands	Europe		1765
MK886723.1	A/Donkey/China/LC/2018	H3N8	2018-11-20	Equus asinus		China	Asia		1706
MK624126.1	A/Georgia/25/2018	H3N2	2018-11-29	Homo sapiens		USA: Georgia	North America		1737
MT227128.1	A/donkey/Niger/01/2018	H3N8	2018-12-03	Equus asinus		Niger	Africa		1740
MT227130.1	A/donkey/Niger/11/2018	H3N8	2018-12-26	Equus asinus		Niger	Africa		1740
PQ131256.1	A/equine/Cheshire/00008/2018	H3N8	2018-12-31	Equus caballus		United Kingdom: Cheshire	Europe		1762
MK576906.1	A/Japan/7848/2019	H3N2	2019-01-07	Homo sapiens		Japan	Asia		1701
OP847955.1	A/Izmir/45/2019	H3N2	2019-01-17	Homo sapiens		Turkey: Izmir	Asia		1720
MW772595.1	A/swine/Brazil/072-19-1/2019	H3N2	2019-01-17	Sus scrofa		Brazil	South America		1754
MK839803.1	A/Italy/8453/2019	H3N2	2019-01-24	Homo sapiens		Italy	Europe		1701
OQ838610.1	A/USA/PV02674/2019	H3N2	2019-01-25	Homo sapiens		USA	North America		1762
MN247261.1	A/Massachusetts/09/2019	H3N2	2019-02-04	Homo sapiens		USA: Massachusetts	North America		1737
MN169480.1	A/Germany/9044/2019	H3N2	2019-02-08	Homo sapiens		Germany	Europe		1701
PQ132386.1	A/equine/Suffolk/02271/2019	H3N8	2019-02-08	Equus caballus		United Kingdom: Suffolk	Europe		1762
MK927946.1	A/New York/8977/2019	H3N2	2019-02-11	Homo sapiens		USA: New York	North America		1701
PQ132138.1	A/equine/Shropshire/05447/2019	H3N8	2019-02-13	Equus caballus		United Kingdom: Shropshire	Europe		1762
MK648248.1	A/Iran/Clinical Sample/2019	H3N3	2019-02-17	Homo sapiens		Iran	Asia		1716
MK772543.1	A/North Dakota/09/2019	H3N2	2019-02-17	Homo sapiens		USA: North Dakota	North America		1737
OM648241.1	A/Wenzhou/1341/2019	H3N2	2019-03	Homo sapiens		China: Wenzhou	Asia		1701
MT639733.1	A/South Korea/9783/2019	H3N2	2019-03-08	Homo sapiens		South Korea	Asia		1701
MT638652.1	A/Germany/9210/2019	H3N2	2019-03-12	Homo sapiens		Germany	Europe		1701
PQ688655.1	A/King County/WA-S27140/2019	H3N2	2019-03-12	Homo sapiens		USA: Washington,King County	North America		1746
MT638676.1	A/Germany/9214/2019	H3N2	2019-03-17	Homo sapiens		Germany	Europe		1701
MW772770.1	A/swine/Brazil/037-19/2019	H3N2	2019-03-18	Sus scrofa		Brazil	South America		1762
MT639765.1	A/South Korea/9789/2019	H3N2	2019-03-21	Homo sapiens		South Korea	Asia		1701
MN074330.1	A/Germany/9486/2019	H3N2	2019-03-25	Homo sapiens		Germany	Europe		1701
MT395360.1	A/equine/Senegal/13/2019	H3N8	2019-04	Equus caballus		Senegal	Africa		1698
MT395358.1	A/equine/Senegal/2/2019	H3N8	2019-04	Equus caballus		Senegal	Africa		1698
MT395357.1	A/equine/Senegal/8/2019	H3N8	2019-04	Equus caballus		Senegal	Africa		1698
MN074008.1	A/South Carolina/9569/2019	H3N2	2019-04-01	Homo sapiens		USA: South Carolina	North America		1701
MN073999.1	A/Germany/9496/2019	H3N2	2019-04-03	Homo sapiens		Germany	Europe		1701
ON331741.1	A/equine/Senegal/CDA_19_140_8/2019	H3N8	2019-04-12	Equus caballus		Senegal	Africa		1698
ON331742.1	A/equine/Senegal/CDA_19_143_13/2019	H3N8	2019-04-12	Equus caballus		Senegal	Africa		1698
ON331739.1	A/equine/Senegal/CDA_19_151_44/2019	H3N8	2019-04-12	Equus caballus		Senegal	Africa		1698
ON331740.1	A/equine/Senegal/CDA_19_177_2/2019	H3N8	2019-04-12	Equus caballus		Senegal	Africa		1698
MN873990.1	A/Yokosuka/NHRC_OID_FDX70722/2019	H3N2	2019-04-17	Homo sapiens		Japan: Yokosuka	Asia		1701
MN081090.1	A/England/9659/2019	H3N2	2019-04-18	Homo sapiens		United Kingdom: England	Europe		1701
MW772468.1	A/swine/Brazil/043-19/2019	H3N2	2019-04-24	Sus scrofa		Brazil	South America		1762
MW170307.1	A/swine/Italy/147972/2019	H3N2	2019-04-24	Sus scrofa		Italy	Europe		1701
MZ323853.1	A/canine/China/18008/2019	H3N6	2019-04-30	Canis lupus familiaris		China	Asia		1701
PX338653.1	A/New Zealand/19CF0266/2019	H3N2	2019-05	Homo sapiens		New Zealand	Oceania		1747
PX324845.1	A/New Zealand/19CF0363/2019	H3N2	2019-05	Homo sapiens		New Zealand	Oceania		1747
PP502597.1	A/yellow-billed pintail/Argentina/CIP112-3626/2019	H3N8	2019-05-02	Anas georgica		Argentina	South America		1762
MW772937.1	A/swine/Brazil/350-19-70/2019	H3N2	2019-05-06	Sus scrofa		Brazil	South America		1754
PX341487.1	A/New Zealand/19CF1037/2019	H3N2	2019-06	Homo sapiens		New Zealand	Oceania		1747
PX332999.1	A/New Zealand/19CF1046/2019	H3N2	2019-06	Homo sapiens		New Zealand	Oceania		1747
PX341499.1	A/New Zealand/19CF1135/2019	H3N2	2019-06	Homo sapiens		New Zealand	Oceania		1747
PX319925.1	A/New Zealand/19CF1253/2019	H3N2	2019-06	Homo sapiens		New Zealand	Oceania		1747
PP502677.1	A/yellow-billed pintail/Argentina/CIP112-4062/2019	H3N8	2019-06-25	Anas georgica		Argentina	South America		1762
MW934734.1	A/duck/Vietnam/HN5620/2019	H3N2	2019-06-28	Anas sp.		Viet Nam	Asia		1765
PX341524.1	A/New Zealand/19CF1337/2019	H3N2	2019-07	Homo sapiens		New Zealand	Oceania		1747
PX327829.1	A/New Zealand/19CF1779/2019	H3N2	2019-07	Homo sapiens		New Zealand	Oceania		1747
PQ131794.1	A/equine/Leicestershire/10573/2019	H3N8	2019-07-01	Equus caballus		United Kingdom: Leicestershire	Europe		1762
MW772900.1	A/swine/Brazil/139-19/2019	H3N2	2019-07-10	Sus scrofa		Brazil	South America		1754
PQ132538.1	A/equine/Vale_of_Glamorgan/11005/2019	H3N8	2019-07-11	Equus caballus		United Kingdom: Vale_of_Glamorgan	Europe		1762
MW772895.1	A/swine/Brazil/138-19/2019	H3N2	2019-07-16	Sus scrofa		Brazil	South America		1761
MW772890.1	A/swine/Brazil/137-19/2019	H3N2	2019-07-22	Sus scrofa		Brazil	South America		1761
MW934700.1	A/duck/Vietnam/HN5684/2019	H3N2	2019-07-29	Anas sp.		Viet Nam	Asia		1765
PX338854.1	A/New Zealand/19CF1871/2019	H3N2	2019-08	Homo sapiens		New Zealand	Oceania		1747
MN519278.1	A/Chad/9833/2019	H3N2	2019-08-05	Homo sapiens		Chad	Africa		1701
MN519290.1	A/Chad/9834/2019	H3N2	2019-08-05	Homo sapiens		Chad	Africa		1701
MN519306.1	A/Chad/9836/2019	H3N2	2019-08-05	Homo sapiens		Chad	Africa		1701
MN519322.1	A/Chad/9838/2019	H3N2	2019-08-05	Homo sapiens		Chad	Africa		1701
MN519330.1	A/Chad/9839/2019	H3N2	2019-08-06	Homo sapiens		Chad	Africa		1701
MW772905.1	A/swine/Brazil/147-19/2019	H3N2	2019-08-13	Sus scrofa		Brazil	South America		1761
MN955494.1	A/India/Pun-1922260/2019	H3N2	2019-08-16	Homo sapiens		India	Asia		1705
MW772683.1	A/swine/Brazil/148-19/2019	H3N2	2019-08-27	Sus scrofa		Brazil	South America		1754
OQ587852.1	A/Sydney/S20/2019	H3N2	2019-08-29	Homo sapiens		Australia: Sydney	Oceania		1701
OQ587867.1	A/Sydney/S37/2019	H3N2	2019-09-01	Homo sapiens		Australia: Sydney	Oceania		1701
OQ587881.1	A/Sydney/S50/2019	H3N2	2019-09-03	Homo sapiens		Australia: Sydney	Oceania		1701
MN638515.1	A/Florida/94/2019	H3N2	2019-09-04	Homo sapiens		USA: Florida	North America		1737
MN881117.1	A/Alabama/23/2019	H3N2	2019-09-06	Homo sapiens		USA: Alabama	North America		1737
MN755417.1	A/North Dakota/30/2019	H3N2	2019-09-27	Homo sapiens		USA: North Dakota	North America		1737
MN820259.1	A/New Jersey/35/2019	H3N2	2019-10-19	Homo sapiens		USA: New Jersey	North America		1737
MN976050.1	A/Utah/56/2019	H3N2	2019-11-26	Homo sapiens		USA: Utah	North America		1737
OR672808.1	A/Turkey/102_H3/2019	H3N2	2019-12	Homo sapiens		Turkey	Asia		1701
PZ046316.1	A/Mexico City/IBT_INER_33/2019	H3N2	2019-12-31	Homo sapiens		Mexico: Mexico City	North America		1718
OR994901.1	A/Denmark/304_2020_HA/2020	H3N2	2020-01	Homo sapiens		Denmark	Europe		1701
PP994458.1	A/Xiamen City/HA seq of A_Fujian_Siming_31_2020(H3N2)/2020	H3N2	2020-01-02	Homo sapiens		China: Fujian Province, Xiamen City	Asia		1701
MT245619.1	A/Iowa/06/2020	H3N2	2020-01-15	Homo sapiens		USA: Iowa	North America		1737
MT077055.1	A/swine/Iowa/A02479012/2020	H3N2	2020-01-24	Sus scrofa		USA: Iowa	North America		1701
MW244307.1	A/swine/Italy/28507/2020	H3N2	2020-01-24	Sus scrofa		Italy	Europe		1701
MW621558.1	A/swine/Italy/28507/2020	H3N2	2020-01-24	Sus scrofa		Italy	Europe		1701
MT342364.1	A/Maryland/15/2020	H3N2	2020-01-26	Homo sapiens		USA: Maryland	North America		1737
MT246183.1	A/Wisconsin/33/2020	H3N2	2020-01-27	Homo sapiens		USA: Wisconsin	North America		1737
MT342177.1	A/Florida/15/2020	H3N2	2020-01-28	Homo sapiens		USA: Florida	North America		1737
MT245977.1	A/North Dakota/05/2020	H3N2	2020-01-28	Homo sapiens		USA: North Dakota	North America		1737
MT069942.1	A/swine/Indiana/A01812302/2020	H3N2	2020-01-28	Sus scrofa		USA: Indiana	North America		1701
PX835605.1	A/Japan/RE574891/2020	H3N2	2020-02-03	Homo sapiens		Japan	Asia		1701
MW244308.1	A/swine/Italy/56910/2020	H3N2	2020-02-14	Sus scrofa		Italy	Europe		1701
OR533546.1	A/Tasmania/503/2020	H3N2	2020-02-16	Homo sapiens		Australia: Tasmania	Oceania		1701
PV737827.1	A/Tasmania/503/2020	H3N2	2020-02-16	Homo sapiens		Australia: Tasmania	Oceania		1722
MW244309.1	A/swine/Italy/75697/2020	H3N2	2020-03-02	Sus scrofa		Italy	Europe		1701
MW772828.1	A/swine/Brazil/076-20-5/2020	H3N2	2020-04-14	Sus scrofa		Brazil	South America		1754
MW848635.1	A/swine/Spain/46314-2/2020	H3N1	2020-04-30	Sus scrofa		Spain	Europe		1762
MW772833.1	A/swine/Brazil/079-20-8/2020	H3N2	2020-05-05	Sus scrofa		Brazil	South America		1754
MW244305.1	A/swine/Italy/124375/2020	H3N2	2020-05-07	Sus scrofa		Italy	Europe		1701
MZ005227.1	A/swine/Chile/VN1401-5054/2020	H3N2	2020-05-11	Sus scrofa		Chile	South America		1762
MW848761.1	A/swine/Spain/44579-1/2020	H3N2	2020-05-18	Sus scrofa		Spain	Europe		1762
OQ244418.1	A/equine/Kazakhstan/Almaty/268/2022	H3N8	2020-06	Equus caballus		Kazakhstan	Asia		1704
PP751703.1	A/chicken/Vietnam/LBOral41HV/2020	H3N2	2020-07-01	Gallus gallus		Viet Nam	Asia		1732
MT814313.1	A/swine/Utah/A02524486/2020	H3N2	2020-07-07	Sus scrofa		USA: Utah	North America		1701
ON774596.1	A/swine/Iowa/20TOSU2032/2020	H3N2	2020-07-09	Sus scrofa scrofa		USA	North America		1737
ON774724.1	A/swine/Iowa/20TOSU2176/2020	H3N2	2020-07-10	Sus scrofa scrofa		USA	North America		1737
ON774660.1	A/swine/Iowa/20TOSU2182/2020	H3N2	2020-07-10	Sus scrofa scrofa		USA	North America		1737
OR802347.1	A/swine/Brazil/311-2020/2020	H3N2	2020-07-16	Sus scrofa		Brazil	South America		1701
OR802358.1	A/swine/Brazil/316-2020/2020	H3N2	2020-08-06	Sus scrofa		Brazil	South America		1701
OR802592.1	A/swine/Brazil/332-2020/2020	H3N2	2020-09-09	Sus scrofa		Brazil	South America		1701
OK236003.1	A/Wild duck/South Korea/KNU2020-104/2020	H3N8	2020-10-07	Anas platyrhynchos		South Korea	Asia		1766
OR802252.1	A/swine/Brazil/260-2020-SN8/2020	H3N2	2020-10-09	Sus scrofa		Brazil	South America		1701
OR802610.1	A/swine/Brazil/341-20-G1-SN10/2020	H3N2	2020-10-28	Sus scrofa		Brazil	South America		1701
MW621684.1	A/swine/Italy/351191/2020	H3N2	2020-11-02	Sus scrofa		Italy	Europe		1701
MW713156.1	A/Michigan/173/2020	H3N2	2020-11-19	Homo sapiens		USA: Michigan	North America		1737
OR048461.1	A/environment/Japan/KU-D9/2020	H3N2	2020-11-23			Japan	Asia		1701
PX444256.1	A/swine/Thailand/CU26133/2020	H3N2	2020-12	Sus scrofa		Thailand	Asia		1701
PP927450.1	A/Equus ferus caballus/Lancashire/76/2020	H3N8	2020-12-01	Equus ferus		United Kingdom: Lancashire	Europe		1762
PP927178.1	A/Equus ferus caballus/Cheshire/77/2020	H3N8	2020-12-04	Equus ferus		United Kingdom: Cheshire	Europe		1762
OR044182.1	A/environment/Japan/KU-C10/2020	H3N8	2020-12-07			Japan	Asia		1701
OR048605.1	A/environment/Japan/KU-I13/2020	H3N2	2020-12-07			Japan	Asia		1701
OP536171.1	A/Saudi Arabia/VRG-42/2020	H3N2	2020-12-09	Homo sapiens		Saudi Arabia	Asia		1701
MW621827.1	A/swine/Italy/401685/2020	H3N2	2020-12-09	Sus scrofa		Italy	Europe		1701
OP536205.1	A/Saudi Arabia/VRG-49/2020	H3N2	2020-12-12	Homo sapiens		Saudi Arabia	Asia		1701
OR044174.1	A/environment/Japan/KU-B19/2020	H3N8	2020-12-21			Japan	Asia		1701
PQ116245.1	A/swine/Denmark/21-19158-3/2021	H3N2	2021-01	Sus scrofa		Denmark	Europe		1762
OQ332650.1	A/swine/Italy/29936/2021	H3N2	2021-01	Sus scrofa		Italy	Europe		1701
PX573885.1	A/Kilifi/KCH210017/2021	H3N2	2021-02-19	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573895.1	A/Kilifi/MAT220029/2021	H3N2	2021-02-22	Homo sapiens		Kenya: Kilifi	Africa		1701
MW776865.1	A/swine/Missouri/A02525202/2021	H3N2	2021-02-23	Sus scrofa		USA: Missouri	North America		1701
OQ360318.1	A/swine/Italy/52743/2021	H3N2	2021-03	Sus scrofa		Italy	Europe		1701
PX573987.1	A/Kilifi/MAT220053/2021	H3N2	2021-03-02	Homo sapiens		Kenya: Kilifi	Africa		1701
OR567107.1	A/Darwin/06/2021	H3N2	2021-03-16	Homo sapiens		Australia: Darwin	Oceania		1701
OQ718999.1	A/Darwin/6/2021	H3N2	2021-03-16	Homo sapiens		Australia: Northern Territory, Darwin	Oceania		1718
PX230021.1	A/Darwin/6/2021	H3N2	2021-03-16	Homo sapiens		Australia: Darwin	Oceania		1718
OR567121.1	A/Darwin/9/2021	H3N2	2021-04-04	Homo sapiens		Australia: Darwin	Oceania		1701
OR802436.1	A/swine/Brazil/089-2021/2021	H3N2	2021-04-07	Sus scrofa		Brazil	South America		1701
PX230218.1	A/Darwin/9/2021	H3N2	2021-04-17	Homo sapiens		Australia: Darwin	Oceania		1718
OQ719007.1	A/Darwin/9/2021	H3N2	2021-04-17	Homo sapiens		Australia: Northern Territory, Darwin	Oceania		1718
OP658923.1	A/Duck/Mongolia/2021-MG05/2021	H3N6	2021-05-01	Anatidae		Mongolia	Asia		1757
PX573990.1	A/Kilifi/MAT220189/2021	H3N2	2021-05-20	Homo sapiens		Kenya: Kilifi	Africa		1701
OP364485.1	A/canine/Florida/CAIS-A1/2021	H3N2	2021-06	Canis lupus familiaris		USA: Florida	North America		1765
OQ332498.1	A/swine/Italy/135782/2021	H3N2	2021-06	Sus scrofa		Italy	Europe		1701
MZ502593.1	A/swine/Iowa/A02635885/2021	H3N2	2021-06-08	Sus scrofa		USA: Iowa	North America		1701
ON935261.1	A/swine/Illinois/21TOSU2153/2021	H3N2	2021-06-25	Sus scrofa scrofa		USA	North America		1737
PP927610.1	A/Equus ferus caballus/Oxfordshire/118/2021	H3N8	2021-07-05	Equus ferus		United Kingdom: Oxfordshire	Europe		1762
OQ293629.1	A/silkie chicken/Shantou/4321/2021	H3N8	2021-07-21	Gallus gallus		China: Guangdong, Shantou	Asia		1701
PP927674.1	A/Equus ferus caballus/Surrey/122/2021	H3N8	2021-07-26	Equus ferus		United Kingdom: Surrey	Europe		1762
PP927682.1	A/Equus ferus caballus/Surrey/123/2021	H3N8	2021-07-26	Equus ferus		United Kingdom: Surrey	Europe		1762
OP704037.1	A/Duck/Mongolia/2021-MG09/2021	H3N6	2021-08	Anatidae		Mongolia	Asia		1757
OQ360478.1	A/swine/Italy/308955-3/2021	H3N2	2021-09	Sus scrofa		Italy	Europe		1701
PX573949.1	A/Kilifi/MAV240416/2021	H3N2	2021-10-04	Homo sapiens		Kenya: Kilifi	Africa		1701
ON652015.1	A/Mongolian horses/China/Jilin1021/2021	H3N8	2021-10-10			China	Asia		1706
OQ293029.1	A/chicken/Shantou/5500/2021	H3N8	2021-10-13	Gallus gallus		China: Guangdong, Shantou	Asia		1701
PX574012.1	A/Kilifi/MTO230455/2021	H3N2	2021-10-18	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573888.1	A/Kilifi/KCH210323/2021	H3N2	2021-10-26	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573890.1	A/Kilifi/KCH210326/2021	H3N2	2021-10-26	Homo sapiens		Kenya: Kilifi	Africa		1701
PX574101.1	A/Kilifi/MTO230505/2021	H3N2	2021-11-08	Homo sapiens		Kenya: Kilifi	Africa		1701
OP696128.1	A/Michigan/16/2021	H3N2	2021-11-10	Homo sapiens		USA: Michigan	North America		1737
OQ293069.1	A/chicken/Shantou/6063/2021	H3N8	2021-11-10	Gallus gallus		China: Guangdong, Shantou	Asia		1701
PP927746.1	A/Equus ferus caballus/Worcestershire/171/2021	H3N8	2021-11-15	Equus ferus		United Kingdom: Worcestershire	Europe		1762
PX574015.1	A/Kilifi/MTO230518/2021	H3N2	2021-11-15	Homo sapiens		Kenya: Kilifi	Africa		1701
OP952423.1	A/Michigan/UOM10042679668/2021	H3N2	2021-11-15	Homo sapiens		USA	North America	Human	1701
OP951822.1	A/Michigan/UOM10042681062/2021	H3N2	2021-11-15	Homo sapiens		USA	North America	Human	1701
OQ293101.1	A/chicken/Shantou/6105/2021	H3N8	2021-11-17	Gallus gallus		China: Guangdong, Shantou	Asia		1701
OQ293109.1	A/chicken/Shantou/6129/2021	H3N8	2021-11-17	Gallus gallus		China: Guangdong, Shantou	Asia		1701
OM730776.1	A/Kansas/03/2021	H3N2	2021-11-30	Homo sapiens		USA: Kansas	North America		1737
PP271499.1	A/Sao Paulo/SPPU08601/2021	H3N2	2021-12-06	Homo sapiens		Brazil: Sao Paulo	South America		1762
PP271515.1	A/Sao Paulo/SPPU08608/2021	H3N2	2021-12-06	Homo sapiens		Brazil: Sao Paulo	South America		1762
PP271539.1	A/Sao Paulo/SPPU08619/2021	H3N2	2021-12-06	Homo sapiens		Brazil: Sao Paulo	South America		1762
PP271547.1	A/Sao Paulo/SPPU08621/2021	H3N2	2021-12-06	Homo sapiens		Brazil: Sao Paulo	South America		1762
PP271563.1	A/Sao Paulo/SPPU08623/2021	H3N2	2021-12-06	Homo sapiens		Brazil: Sao Paulo	South America		1762
PP271571.1	A/Sao Paulo/SPPU08626/2021	H3N2	2021-12-06	Homo sapiens		Brazil: Sao Paulo	South America		1762
PP271627.1	A/Sao Paulo/SPPU08635/2021	H3N2	2021-12-06	Homo sapiens		Brazil: Sao Paulo	South America		1762
PP271635.1	A/Sao Paulo/SPPU08637/2021	H3N2	2021-12-06	Homo sapiens		Brazil: Sao Paulo	South America		1762
PP271643.1	A/Sao Paulo/SPPU08638/2021	H3N2	2021-12-06	Homo sapiens		Brazil: Sao Paulo	South America		1762
PX573979.1	A/Kilifi/PIN250551/2021	H3N2	2021-12-07	Homo sapiens		Kenya: Kilifi	Africa		1701
OQ293197.1	A/chicken/Shantou/6521/2021	H3N8	2021-12-08	Gallus gallus		China: Guangdong, Shantou	Asia		1701
OM098430.1	A/Sao Paulo/HIAE001/2021	H3N2	2021-12-11	Homo sapiens		Brazil: Sao Paulo	South America		1754
PP338808.1	A/wild boar/Spain/45560-1/2021	H3N1	2021-12-11	Sus scrofa		Spain	Europe		1762
PP271659.1	A/Sao Paulo/SPPU08647/2021	H3N2	2021-12-13	Homo sapiens		Brazil: Sao Paulo	South America		1762
OQ293213.1	A/chicken/Shantou/6597/2021	H3N8	2021-12-15	Gallus gallus		China: Guangdong, Shantou	Asia		1701
ON531711.1	A/Human/New York City/PV42627/2021	H3N2	2021-12-19	Homo sapiens		USA	North America		1762
PX573965.1	A/Kilifi/MAV240586/2021	H3N2	2021-12-20	Homo sapiens		Kenya: Kilifi	Africa		1701
PP927554.1	A/Equus ferus caballus/NorthYorkshire/212/2021	H3N8	2021-12-21	Equus ferus		United Kingdom: NorthYorkshire	Europe		1762
PP927722.1	A/Equus ferus caballus/WestMidlands/214/2021	H3N8	2021-12-21	Equus ferus		United Kingdom: WestMidlands	Europe		1762
ON370047.1	A/Arizona/14/2021	H3N2	2021-12-22	Homo sapiens		USA: Arizona	North America		1737
OP842936.1	A/Missouri/09/2021	H3N2	2021-12-22	Homo sapiens		USA: Missouri	North America		1737
OQ293261.1	A/chicken/Shantou/6673/2021	H3N8	2021-12-22	Gallus gallus		China: Guangdong, Shantou	Asia		1701
OP843142.1	A/Nebraska/11/2021	H3N2	2021-12-24	Homo sapiens		USA: Nebraska	North America		1737
OQ293373.1	A/chicken/Shantou/6789/2021	H3N8	2021-12-29	Gallus gallus		China: Guangdong, Shantou	Asia		1701
OQ293397.1	A/chicken/Shantou/72/2022	H3N8	2022-01-06	Gallus gallus		China: Guangdong, Shantou	Asia		1701
OQ292765.1	A/chicken/Shantou/196/2022	H3N8	2022-01-12	Gallus gallus		China: Guangdong, Shantou	Asia		1701
OQ292037.1	A/chicken/Huizhou/209/2022	H3N8	2022-02-16	Gallus gallus		China: Guangdong, Huizhou	Asia		1701
OQ292125.1	A/chicken/Huizhou/297/2022	H3N8	2022-03-10	Gallus gallus		China: Guangdong, Huizhou	Asia		1701
OQ291813.1	A/chicken/Dongguan/734/2022	H3N8	2022-04-08	Gallus gallus		China: Guangdong, Dongguan	Asia		1701
OP098429.1	A/Alaska/12936/2022	H3N2	2022-04-28	Homo sapiens		USA: Alaska	North America		1701
PQ107611.1	A/swine/Spain/6176-2/2022	H3N1	2022-04-29	Sus scrofa		Spain	Europe		1762
PX333474.1	A/New Zealand/22VR1977/2022	H3N2	2022-05	Homo sapiens		New Zealand	Oceania		1747
PX328222.1	A/New Zealand/22VR1986/2022	H3N2	2022-05	Homo sapiens		New Zealand	Oceania		1747
OP211250.1	A/California/95/2022	H3N2	2022-05-01	Homo sapiens		USA: California	North America		1737
OP590619.1	A/Michigan/UOM10045427657/2022	H3N2	2022-05-09	Homo sapiens		USA	North America	Human	1701
OR140190.1	A/Nicaragua/727279.HA.H3/2022	H3N2	2022-05-24	Homo sapiens		Nicaragua	North America		1737
OP100598.1	A/Germany/13239/2022	H3N2	2022-05-29	Homo sapiens		Germany	Europe		1701
PX325166.1	A/New Zealand/22HH6138/2022	H3N2	2022-06	Homo sapiens		New Zealand	Oceania		1747
PX345222.1	A/New Zealand/22HH7050/2022	H3N2	2022-06	Homo sapiens		New Zealand	Oceania		1747
PX345352.1	A/New Zealand/22VR1874/2022	H3N2	2022-06	Homo sapiens		New Zealand	Oceania		1747
PX320498.1	A/New Zealand/22VR2211/2022	H3N2	2022-06	Homo sapiens		New Zealand	Oceania		1747
PX336846.1	A/New Zealand/22VR2850/2022	H3N2	2022-06	Homo sapiens		New Zealand	Oceania		1747
PX342322.1	A/New Zealand/22VR2872/2022	H3N2	2022-06	Homo sapiens		New Zealand	Oceania		1747
PX573940.1	A/Kilifi/MTO230899/2022	H3N2	2022-06-02	Homo sapiens		Kenya: Kilifi	Africa		1701
PX024359.1	A/Human/CHL/PUC_MVL_0017/2022	H3N2	2022-06-10	Homo sapiens		Chile	South America		1762
PX023720.1	A/Human/CHL/PUC_MVL_0019/2022	H3N2	2022-06-14	Homo sapiens		Chile	South America		1762
PX024250.1	A/Human/CHL/PUC_MVL_0032/2022	H3N2	2022-06-15	Homo sapiens		Chile	South America		1762
PX574096.1	A/Kilifi/KCH210790/2022	H3N2	2022-06-16	Homo sapiens		Kenya: Kilifi	Africa		1701
OP100622.1	A/Germany/13243/2022	H3N2	2022-06-18	Homo sapiens		Germany	Europe		1701
OP100638.1	A/Germany/13247/2022	H3N2	2022-06-18	Homo sapiens		Germany	Europe		1701
PX574178.1	A/Kilifi/MTO230966/2022	H3N2	2022-06-28	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573894.1	A/Kilifi/KCH210867/2022	H3N2	2022-06-29	Homo sapiens		Kenya: Kilifi	Africa		1701
PX573967.1	A/Kilifi/MAV240944/2022	H3N2	2022-06-29	Homo sapiens		Kenya: Kilifi	Africa		1701
PX024476.1	A/Human/CHL/PUC_MVL_0026/2022	H3N2	2022-06-30	Homo sapiens		Chile	South America		1762
PX325120.1	A/New Zealand/22CF0313/2022	H3N2	2022-07	Homo sapiens		New Zealand	Oceania		1747
PX328603.1	A/New Zealand/22VR2924/2022	H3N2	2022-07	Homo sapiens		New Zealand	Oceania		1747
PX331395.1	A/New Zealand/22VR3276/2022	H3N2	2022-07	Homo sapiens		New Zealand	Oceania		1747
PX326054.1	A/New Zealand/22VR3613/2022	H3N2	2022-07	Homo sapiens		New Zealand	Oceania		1747
PX574127.1	A/Kilifi/KCH210920/2022	H3N2	2022-07-05	Homo sapiens		Kenya: Kilifi	Africa		1701
PX023600.1	A/Human/CHL/PUC_MVL_0043/2022	H3N2	2022-07-06	Homo sapiens		Chile	South America		1762
OR718307.1	A/Shanghai/FX1497C2/2022	H3N2	2022-07-06	Homo sapiens		China: Shanghai	Asia	MDCK 2 passage(s)	1701
OR719387.1	A/Shanghai/JD1263C2/2022	H3N2	2022-07-18	Homo sapiens		China: Shanghai	Asia	MDCK 2 passage(s)	1701
OR718435.1	A/Shanghai/FX1540C2/2022	H3N2	2022-07-20	Homo sapiens		China: Shanghai	Asia	MDCK 2 passage(s)	1701
PX573916.1	A/Kilifi/MAT221047/2022	H3N2	2022-07-21	Homo sapiens		Kenya: Kilifi	Africa		1701
OR718027.1	A/Shanghai/CM1561C3/2022	H3N2	2022-07-21	Homo sapiens		China: Shanghai	Asia	MDCK 3 passage(s)	1701
PX573896.1	A/Kilifi/KCH211017/2022	H3N2	2022-07-27	Homo sapiens		Kenya: Kilifi	Africa		1701
