accession	strain	subtype	date	host	host_tax_id	location	region	passage_history	length
OQ632831.1	A/Mule-duck/France/22030/2022	H5N1	2022-01-14			France	Europe		1704
OR777128.1	A/Crow/Bogura/BDADC-704B/2022	H5N1	2022-01-17	Corvus	30420	Bangladesh: Bogura	Asia		1704
OR777131.1	A/Crow/Bogura/BDADC-709B/2022	H5N1	2022-01-19	Corvus	30420	Bangladesh: Bogura	Asia		1704
OQ961748.1	A/Green-winged Teal/Virginia/22-002768-003/2022	H5N1	2022-01-19	Anas carolinensis	75836	USA: Virginia	North America		1704
OQ920196.1	A/duck/Egypt/BA20036OP/2022	H5N8	2022-01-19	Anas sp.	42806	Egypt	Africa		1776
OR777132.1	A/Crow/Bogura/BDADC-714B/2022	H5N1	2022-01-20	Corvus	30420	Bangladesh: Bogura	Asia		1704
PQ395273.1	A/duck/Egypt/F653-18/2022	H5N8	2022-01-22	Anatidae	8830	Egypt	Africa		1704
PQ395275.1	A/duck/Egypt/F653-20/2022	H5N8	2022-01-22	Anatidae	8830	Egypt	Africa		1704
PQ395276.1	A/duck/Egypt/F653-21/2022	H5N8	2022-01-22	Anatidae	8830	Egypt	Africa		1704
PQ395277.1	A/duck/Egypt/F653-22/2022	H5N8	2022-01-22	Anatidae	8830	Egypt	Africa		1704
PQ395278.1	A/duck/Egypt/F653-23/2022	H5N8	2022-01-22	Anatidae	8830	Egypt	Africa		1704
PQ395279.1	A/duck/Egypt/F653-24/2022	H5N8	2022-01-22	Anatidae	8830	Egypt	Africa		1704
PQ395280.1	A/duck/Egypt/F653-26/2022	H5N8	2022-01-22	Anatidae	8830	Egypt	Africa		1704
PQ395282.1	A/duck/Egypt/F653-29/2022	H5N8	2022-01-22	Anatidae	8830	Egypt	Africa		1704
PQ395284.1	A/duck/Egypt/F653-31/2022	H5N8	2022-01-22	Anatidae	8830	Egypt	Africa		1704
OR772995.1	A/Crow/Dhaka/BDADC-618/2022	H5N1	2022-01-24	Corvus	30420	Bangladesh: Dhaka	Asia		1704
OR777123.1	A/Crow/Dhaka/BDADC-623/2022	H5N1	2022-01-24	Corvus	30420	Bangladesh: Dhaka	Asia		1704
OR777124.1	A/Crow/Dhaka/BDADC-626/2022	H5N1	2022-01-25	Corvus	30420	Bangladesh: Dhaka	Asia		1704
OP776802.1	A/Cormorant/Namibia/141/2022	H5N1	2022-01-27	Phalacrocoracidae	9206	Namibia	Africa		1749
PQ455532.1	A/chicken/India/02TI04/2022	H5N1	2022-02	Gallus gallus	9031	India	Asia		1718
PX528947.1	A/Hawaiian Goose/Germany-BW/2022AI00994/2022	H5N1	2022-02-01			Germany: Germany-BW	Europe		1704
PX528923.1	A/Grey Heron/Germany-BW/2022AI01067/2022	H5N1	2022-02-03	Ardea cinerea	30390	Germany: Germany-BW	Europe		1704
PX528875.1	A/Barnacle Goose/Germany-BW/2022AI01290/2022	H5N1	2022-02-04	Branta leucopsis	184711	Germany: Germany-BW	Europe		1704
PX528891.1	A/Great White Pelican/Germany-BW/2022AI01298/2022	H5N1	2022-02-04			Germany: Germany-BW	Europe		1704
PX528907.1	A/Great White Pelican/Germany-BW/2025AI00327/2022	H5N1	2022-02-04			Germany: Germany-BW	Europe		1704
PX528915.1	A/Great White Pelican/Germany-BW/2025AI00328/2022	H5N1	2022-02-04			Germany: Germany-BW	Europe		1704
PX528971.1	A/Hawaiian Goose/Germany-BW/2025AI00324/2022	H5N1	2022-02-04			Germany: Germany-BW	Europe		1704
PX528979.1	A/Muscovy Duck/Germany-BW/2022AI01281/2022	H5N1	2022-02-04	Cairina moschata	8855	Germany: Germany-BW	Europe		1704
PX528987.1	A/Muscovy Duck/Germany-BW/2022AI01282/2022	H5N1	2022-02-04	Cairina moschata	8855	Germany: Germany-BW	Europe		1704
OQ632833.1	A/Pekin-duck/France/22077/2022	H5N1	2022-02-04			France	Europe		1704
PP504205.1	A/Duck/Vientiane/987/2022	H5N1	2022-02-17	Anatidae	8830	Laos: Vientiane	Asia		1766
OP413046.1	A/red-back shrike/Egypt/30/2022	H5N1	2022-03-05			Egypt	Africa		1701
PP732859.1	A/chicken/Vientiane/001/2022	H5N1	2022-03-08	Gallus gallus	9031	Laos: Vientiane	Asia		1758
OP221285.1	A/snow goose/Kansas/W22-199D/2022	H5N1	2022-03-12	Anser caerulescens	8849	USA	North America		1751
OP221350.1	A/snow goose/Kansas/W22-199A/2022	H5N1	2022-03-14	Anser caerulescens	8849	USA	North America		1751
PQ685075.1	A/chicken/Egypt/BA20355C/2022	H5N1	2022-03-30	Gallus gallus	9031	Egypt	Africa		1777
OP590397.1	A/duck/Egypt/BA20360C/2022	H5N1	2022-03-30	Anas sp.	42806	Egypt	Africa		1777
PQ724322.1	A/duck/Egypt/BA20361C/2022	H5N1	2022-03-30	Anas sp.	42806	Egypt	Africa		1777
OP590517.1	A/duck/Egypt/BA20361OP/2022	H5N1	2022-03-30	Anas sp.	42806	Egypt	Africa		1777
OQ963076.1	A/Red-tailed Hawk/North Dakota/22-011223-001/2022	H5N1	2022-04-05	Buteo jamaicensis	56263	USA: North Dakota	North America		1704
OQ963628.1	A/Ross's Goose/North Dakota/22-011218-005/2022	H5N1	2022-04-06			USA: North Dakota	North America		1704
PV318464.1	A/Snow Goose/SK/FAV-0268-2-2022/2022	H5N1	2022-04-06	Anser caerulescens	8849	Canada: SK	North America		1704
OQ962916.1	A/Red-tailed Hawk/Michigan/22-011517-008/2022	H5N1	2022-04-11	Buteo jamaicensis	56263	USA: Michigan	North America		1704
OQ962500.1	A/Merganser/Minnesota/22-012000-002/2022	H5N1	2022-04-18			USA: Minnesota	North America		1704
PP191105.1	A/Duck/France/LAB22315/2022	H5N1	2022-04-24	Anatidae	8830	France	Europe		1704
OR632212.1	A/Duck/Champasak/556/2022	H5N1	2022-04-27	Anatidae	8830	Laos: Champasak	Asia		1756
PV313288.1	A/Great Horned Owl/ON/FAV-0527-1-2022/2022	H5N1	2022-05-03	Bubo virginianus	56268	Canada: ON	North America		1704
PQ707817.1	A/Canada goose/ID/22-014968-010-original/2022	H5N1	2022-05-05	Branta canadensis	8853	USA: ID	North America		1704
PP191106.1	A/Duck/France/LAB22327/2022	H5N1	2022-05-05	Anatidae	8830	France	Europe		1704
PP191107.1	A/Duck/France/LAB22381/2022	H5N1	2022-05-12	Anatidae	8830	France	Europe		1704
PQ709049.1	A/Canada goose/WA/22-018405-001-original/2022	H5N1	2022-05-27	Branta canadensis	8853	USA: WA	North America		1704
PX461675.1	A/Gallus gallus/Durango/CPA-07255-22/2022	H5N2	2022-05-31	Gallus gallus	9031	Mexico: Durango	North America		1746
PV310904.1	A/Double-Crested Cormorant/AB/FAV-0833-44-2022/2022	H5N1	2022-06-09	Phalacrocorax auritus	56069	Canada: AB	North America		1704
OP491851.1	A/ibis/Egypt/RLQP-229S/2022	H5N1	2022-06-17	Threskiornithidae	33574	Egypt	Africa		1717
PP191108.1	A/Griffon vulture/France/LAB22428/2022	H5N1	2022-06-29	Gyps fulvus	36247	France	Europe		1704
PP191109.1	A/Griffon vulture/France/LAB22440/2022	H5N1	2022-07-07	Gyps fulvus	36247	France	Europe		1704
PP191110.1	A/Griffon vulture/France/LAB22443/2022	H5N1	2022-07-07	Gyps fulvus	36247	France	Europe		1704
PP732691.1	A/chicken/Philippines/BA-PTY/2022	H5N1	2022-07-08	Gallus gallus	9031	Philippines	Asia		1758
OR539427.1	A/chicken/Champasak/736/2022	H5N1	2022-07-21	Gallus gallus	9031	Laos: Champasak	Asia		1762
PP760204.1	A/Avian/Nigeria/2-8C/2022	H5N1	2022-08-02	Aves	8782	Nigeria	Africa		1748
PP763699.1	A/Avian/Nigeria/GF14-16C HA/2022	H5N1	2022-08-02	Aves	8782	Nigeria	Africa		1748
PP763488.1	A/Avian/Nigeria/GF14-16T/2022	H5N1	2022-08-02	Aves	8782	Nigeria	Africa		1748
PV314976.1	A/Northern Gannet/NL/OTH-0041-69-2023/2022	H5N1	2022-08-05	Morus bassanus	37578	Canada: NL	North America		1704
OR539363.1	A/Duck/Champasak/250/2022	H5N1	2022-08-24	Anatidae	8830	Laos: Champasak	Asia		1761
OR105058.1	A/Duck/Champasak/262/2022	H5N1	2022-08-24	Anatidae	8830	Laos: Champasak	Asia		1761
OR105066.1	A/Duck/Champasak/263/2022	H5N1	2022-08-24	Anatidae	8830	Laos: Champasak	Asia		1727
OR539379.1	A/Duck/Champasak/264/2022	H5N1	2022-08-24	Anatidae	8830	Laos: Champasak	Asia		1762
PP853104.1	A/swan/Serbia/4917-22/2022	H5N8	2022-09	Anatidae	8830	Serbia	Europe		1751
PQ713537.1	A/Mallard/MN/23-005533-025-original/2022	H5N1	2022-09-15	Anas platyrhynchos	8839	USA: MN	North America		1704
PQ701777.1	A/American green-winged teal/MO/22-032511-097-original/2022	H5N1	2022-09-23	Anas carolinensis	75836	USA: MO	North America		1704
PQ700657.1	A/Black Vulture/VA/22-032615-001-original/2022	H5N1	2022-09-30	Aegypius monachus	8959	USA: VA	North America		1704
OQ683498.1	A/wild duck/Colombia/Choco/3501/2022	H5N1	2022-10-09	Anas platyrhynchos	8839	Colombia	South America	Instituto Colombiano Agropecuario (ICA)	1751
PV998161.1	A/chicken/Magadan/14-7V/2022	H5N1	2022-10-12	Gallus gallus	9031	Russia: Magadan	Europe		1776
PV310552.1	A/Domestic bird/QC/FAV-1167-6-2022/2022	H5N1	2022-10-14	Aves	8782	Canada: QC	North America		1704
PQ714969.1	A/Pelican/AZ/22-038234-003-original/2022	H5N1	2022-10-15	Pelecanidae	30444	USA: AZ	North America		1704
PQ455530.1	A/duck/India/10CA01/2022	H5N1	2022-10-20	Anatidae	8830	India	Asia		1704
PQ455531.1	A/duck/India/11CA04/2022	H5N1	2022-10-27	Anatidae	8830	India	Asia		1704
OR467238.1	A/duck/Bangladesh/55654/2022	H5N1	2022-10-31	Anas sp.	42806	Bangladesh	Asia		1751
OR467199.1	A/duck/Bangladesh/55655/2022	H5N1	2022-10-31	Anas sp.	42806	Bangladesh	Asia		1751
OR467230.1	A/duck/Bangladesh/55708/2022	H5N1	2022-10-31	Anas sp.	42806	Bangladesh	Asia		1751
OQ747759.1	A/Belcher's_gull/Peru/A102/2022	H5N1	2022-11			Peru	South America		1704
OR634767.1	A/Black-headed seagull/France/22-1200R2/2022	H5N1	2022-11			France	Europe		1704
OQ747760.1	A/Peruvian_pelican/Peru/A106/2022	H5N1	2022-11			Peru	South America		1704
OQ683474.1	A/chicken/Colombia/Choco/3504/2022	H5N1	2022-11-01	Gallus gallus	9031	Colombia	South America	Instituto Colombiano Agropecuario (ICA)	1760
OQ547439.1	A/Pelecanus thagus/Peru/AIS0538/2022	H5N1	2022-11-10	Pelecanus thagus	1108811	Peru	South America		1751
PQ710057.1	A/Fish Crow/FL/22-036968-002-original/2022	H5N1	2022-11-12	Corvus ossifragus	349685	USA: FL	North America		1704
PQ713617.1	A/Mallard/NC/22-039691-002-original/2022	H5N1	2022-11-14	Anas platyrhynchos	8839	USA: NC	North America		1704
PQ098776.1	A/Pavo cristatus/Seuzach/V0434_HA/2022	H5N1	2022-11-16	Pavo cristatus	9049	Switzerland: Seuzach	Europe		1748
OQ547447.1	A/Pelecanus thagus/Peru/AISA0464/2022	H5N1	2022-11-22	Pelecanus thagus	1108811	Peru	South America		1751
PQ715785.1	A/Red-tailed hawk/CO/22-038652-002-original/2022	H5N1	2022-11-22	Buteo jamaicensis	56263	USA: CO	North America		1704
OQ550442.1	A/dolphin/Peru/PIU-SER002/2022	H5N1	2022-11-22	Delphinus delphis	9728	Peru	South America		1776
PQ455524.1	A/Pond heron/India/11TI01/2022	H5N1	2022-11-24	Ardeola	188374	India	Asia		1716
OQ550450.1	A/pelican/Peru/PIU-SER019/2022	H5N1	2022-11-24	Pelecanidae	30444	Peru	South America		1776
OQ683482.1	A/chicken/Colombia/Cordoba/3499/2022	H5N1	2022-11-26	Gallus gallus	9031	Colombia	South America	Instituto Colombiano Agropecuario (ICA)	1767
PV317904.1	A/Snow Goose/ON/FAV-1653-4-2022/2022	H5N1	2022-11-30	Anser caerulescens	8849	Canada: ON	North America		1704
OQ747762.1	A/American kestrel/Peru/A273/2022	H5N1	2022-12	Falco sparverius	56350	Peru	South America		1704
OR591549.1	A/Guanay cormorant/Peru/A275/2022	H5N1	2022-12			Peru	South America		1776
OQ747763.1	A/Western barn owl/Peru/A293/2022	H5N1	2022-12	Tyto alba poensis	3459507	Peru	South America		1757
OQ547367.1	A/Gallus gallus/Peru/AIS0543/2022	H5N1	2022-12-01	Gallus gallus	9031	Peru	South America		1751
PV318000.1	A/Snow Goose/QC/FAV-0050-2-2022/2022	H5N1	2022-12-02	Anser caerulescens	8849	Canada: QC	North America		1704
OQ352548.1	A/black skimmer/Chile/C61962/2022	H5N1	2022-12-02	Rynchops niger	227184	Chile	South America		1776
OQ547312.1	A/Gallus gallus/Peru/AIS0545/2022	H5N1	2022-12-03	Gallus gallus	9031	Peru	South America		1751
OQ455410.1	A/Pelican/CHL/226618-2/2022	H5N1	2022-12-05	Pelecanus thagus	1108811	Chile	South America		1763
OQ455422.1	A/Pelican/CHL/226958-1/2022	H5N1	2022-12-06	Pelecanus thagus	1108811	Chile	South America		1763
OQ455458.1	A/Pelican/CHL/227087-1/2022	H5N1	2022-12-07	Pelecanus thagus	1108811	Chile	South America		1763
OQ380623.1	A/chicken/Egypt/F71-F114C/2022	H5N1	2022-12-11	Gallus gallus	9031	Egypt	Africa		1717
PP829699.1	A/environment/Chile/C62044/2022	H5N1	2022-12-13			Chile	South America		1776
OR783414.1	A/Muscovy duck/Egypt/RA20838OP/2022	H5N1	2022-12-15	Cairina moschata	8855	Egypt	Africa		1776
PP422967.1	A/chicken/Algeria/A/2022	H5N1	2022-12-15	Gallus gallus	9031	Algeria	Africa		1729
OR125407.1	A/Pelican/Antofagasta/228244-2/2022	H5N1	2022-12-16	Pelecanus	33617	Chile	South America		1763
PP785716.1	A/Band-tailed gull/Antofagasta/228525-1/2022	H5N1	2022-12-19	Larus belcheri	328041	Chile	South America		1763
OR125356.1	A/Black-crowned night-heron/Antofagasta/228705-3/2022	H5N1	2022-12-20	Nycticorax nycticorax	8901	Chile	South America		1776
PQ736588.1	A/garganey/Egypt/DT20900OP/2022	H5N1	2022-12-21	Spatula querquedula	75856	Egypt	Africa		1776
OQ547399.1	A/Gallus gallus/Peru/AIS0549/2022	H5N1	2022-12-22	Gallus gallus	9031	Peru	South America		1751
PQ300707.1	A/Pelican/CHL/229424-4/2022	H5N1	2022-12-22	Pelecanus	33617	Chile	South America		1776
PQ715873.1	A/Red-tailed hawk/CO/23-000494-001-original/2023	H5N1	2023-01-04	Buteo jamaicensis	56263	USA: CO	North America		1704
PQ706937.1	A/Cackling Goose/TX/23-001028-001-original/2023	H5N1	2023-01-06	Branta hutchinsii	371860	USA: TX	North America		1704
PQ705225.1	A/Black Vulture/MS/23-001343-006-original/2023	H5N1	2023-01-09	Aegypius monachus	8959	USA: MS	North America		1704
PP757839.1	A/great grebe/Atacama/231482-2/2023	H5N1	2023-01-09	Podiceps major	555330	Chile	South America		1763
PP757903.1	A/band-tailed gull/Arica y Parinacota/232200-1/2023	H5N1	2023-01-11	Larus belcheri	328041	Chile	South America		1763
PQ098749.1	A/Ardea cinerea/Basel/V0033_HA/2023	H5N1	2023-01-17	Ardea cinerea	30390	Switzerland: Basel	Europe		1748
PQ705377.1	A/Black Vulture/MS/23-002621-005-original/2023	H5N1	2023-01-17	Aegypius monachus	8959	USA: MS	North America		1704
PQ705409.1	A/Black Vulture/MS/23-002623-001-original/2023	H5N1	2023-01-17	Aegypius monachus	8959	USA: MS	North America		1704
PX933532.1	A/Black-headed gull/France/LAB23-126/2023	H5N1	2023-01-18	Chroicocephalus ridibundus	1192867	France	Europe		1701
OR125322.1	A/Pelican/Valparaiso/233447-2/2023	H5N1	2023-01-21	Pelecanus	33617	Chile	South America		1763
OR125503.1	A/Pelican/OHiggins/233721-1/2023	H5N1	2023-01-24	Pelecanus	33617	Chile	South America		1776
PQ098757.1	A/Larus michahellis/Luzern/V0052_HA/2023	H5N1	2023-01-25	Larus michahellis	119627	Switzerland: Luzern	Europe		1748
PQ098597.1	A/Falco peregrinus/Zuerich/T0040_HA/2023	H5N1	2023-01-27	Falco peregrinus	8954	Switzerland: Zuerich	Europe		1748
PV423058.1	A/chicken/Nepal/A146_079_808/2023	H5N1	2023-01-27	Gallus gallus	9031	Nepal	Asia		1734
PQ718993.1	A/Turkey Vulture/CA/23-004368-001-original/2023	H5N1	2023-01-31	Cathartes aura	43455	USA: CA	North America		1704
PQ098765.1	A/Cygnus atratus/Truellikon/V0085_HA/2023	H5N1	2023-02-03	Cygnus atratus	8868	Switzerland: Truellikon	Europe		1748
OR910331.1	A/Peruvian booby/Arica y Parinacota/235897-2/2023	H5N1	2023-02-03	Sula variegata	57663	Chile	South America		1776
PQ455549.1	A/chicken/India/02TI01/2023	H5N1	2023-02-03	Gallus gallus	9031	India	Asia		1719
OR783436.1	A/Muscovy duck/Egypt/PS21060C/2023	H5N1	2023-02-09	Cairina moschata	8855	Egypt	Africa		1777
OR783336.1	A/Muscovy duck/Egypt/PS21060OP/2023	H5N1	2023-02-09	Cairina moschata	8855	Egypt	Africa		1777
OR783406.1	A/Muscovy duck/Egypt/PS21061C/2023	H5N1	2023-02-09	Cairina moschata	8855	Egypt	Africa		1776
OR783329.1	A/Muscovy duck/Egypt/PS21061OP/2023	H5N1	2023-02-09	Cairina moschata	8855	Egypt	Africa		1776
OR783452.1	A/environment/Egypt/PS21064S/2023	H5N1	2023-02-09			Egypt	Africa		1777
PP799753.1	A/Franklin's gull/OHiggins/236195-1/2023	H5N1	2023-02-12	Leucophaeus pipixcan	690715	Chile	South America		1776
PQ098616.1	A/Chroicocephalus ridibundus/Zuerich/V0121_HA/2023	H5N1	2023-02-13	Chroicocephalus ridibundus	1192867	Switzerland: Zuerich	Europe		1748
PQ304541.1	A/chicken/Cochabamba/39472/2023	H5N1	2023-02-17	Gallus gallus	9031	Bolivia: (Plurinational State of)	South America		1773
OQ732988.1	A/bald eagle/North Carolina/W23-142B/2023	H5N1	2023-02-19	Haliaeetus leucocephalus	52644	USA	North America		1751
PV212583.1	A/Duck/PA/23-005844-005-original/2023	H5N1	2023-02-20	Anatidae	8830	USA: PA	North America		1704
PV212655.1	A/Duck/PA/23-005893-004-original/2023	H5N1	2023-02-20	Anatidae	8830	USA: PA	North America		1704
PV212663.1	A/Duck/PA/23-005893-005-original/2023	H5N1	2023-02-20	Anatidae	8830	USA: PA	North America		1704
PQ098624.1	A/Chroicocephalus ridibundus/Luzern/V0161_HA/2023	H5N1	2023-02-21	Chroicocephalus ridibundus	1192867	Switzerland: Luzern	Europe		1748
PP757909.1	A/band-tailed gull/Tarapaca/238807-1/2023	H5N1	2023-02-25	Larus belcheri	328041	Chile	South America		1763
PV410636.1	A/chicken/Viet Nam/LBFecal247MC/2023	H5N1	2023-02-25	Gallus gallus	9031	Viet Nam	Asia		1760
PQ098632.1	A/Chroicocephalus ridibundus/Zug/V0211_HA/2023	H5N1	2023-02-26	Chroicocephalus ridibundus	1192867	Switzerland: Zug	Europe		1748
OR961011.1	A/guanay cormorant/Coquimbo/239080/2023	H5N1	2023-02-27	Leucocarbo bougainvillii	146616	Chile	South America		1776
PQ098640.1	A/Tachybaptus ruficollis/Thurgau/V0225_HA/2023	H5N1	2023-03-01	Tachybaptus ruficollis	100828	Switzerland: Thurgau	Europe		1748
PQ304579.1	A/chicken/Cochabamba/39507/2023	H5N1	2023-03-01	Gallus gallus	9031	Bolivia: (Plurinational State of)	South America		1776
PQ098648.1	A/Buteo buteo/Stein am Rhein/V0231_HA/2023	H5N1	2023-03-02	Buteo buteo	30397	Switzerland: Stein am Rhein	Europe		1704
PQ098656.1	A/Chroicocephalus ridibundus/Yverdon-les-Bains/V0244_HA/2023	H5N1	2023-03-03	Chroicocephalus ridibundus	1192867	Switzerland: Yverdon-les-Bains	Europe		1704
PQ098672.1	A/Chroicocephalus ridibundus/Kaeiligen/V0250_HA/2023	H5N1	2023-03-06	Chroicocephalus ridibundus	1192867	Switzerland: Kaeiligen	Europe		1704
PQ098664.1	A/Chroicocephalus ridibundus/Stein am Rhein/V0245_HA/2023	H5N1	2023-03-06	Chroicocephalus ridibundus	1192867	Switzerland: Stein am Rhein	Europe		1704
PQ098680.1	A/Chroicocephalus ridibundus/Vevey/V0254_HA/2023	H5N1	2023-03-06	Chroicocephalus ridibundus	1192867	Switzerland: Vevey	Europe		1704
OR125201.1	A/chicken/Nuble/240155/2023	H5N1	2023-03-06	Gallus gallus	9031	Chile	South America		1763
PV301648.1	A/American Black Duck/NL/OTH-0041-112-2023/2023	H5N1	2023-03-07	Anas rubripes	75857	Canada: NL	North America		1704
PQ098707.1	A/Chroicocephalus ridibundus/Baldegg/V0270_HA/2023	H5N1	2023-03-07	Chroicocephalus ridibundus	1192867	Switzerland: Baldegg	Europe		1704
PQ098700.1	A/Chroicocephalus ridibundus/Lutry/V0268_HA/2023	H5N1	2023-03-07	Chroicocephalus ridibundus	1192867	Switzerland: Lutry	Europe		1704
PQ098715.1	A/Chroicocephalus ridibundus/Thalwil/V0278_HA/2023	H5N1	2023-03-07	Chroicocephalus ridibundus	1192867	Switzerland: Thalwil	Europe		1704
OR125440.1	A/Domestic duck/Maule/240466-1/2023	H5N1	2023-03-07	Anas platyrhynchos	8839	Chile	South America		1763
PQ098724.1	A/Chroicocephalus ridibundus/Altnau/V0282/2023	H5N1	2023-03-08	Chroicocephalus ridibundus	1192867	Switzerland: Altnau	Europe		1704
OR125361.1	A/Chiloe wigeon/OHiggins/240893-2/2023	H5N1	2023-03-09	Mareca sibilatrix	75858	Chile	South America		1763
OR269134.1	A/chicken/OHiggins/241252-1/2023	H5N1	2023-03-12	Gallus gallus	9031	Chile	South America		1763
OR381676.1	A/Black-necked swan/Uruguay/078-M2/2023	H5N1	2023-03-15	Cygnus melancoryphus	41691	Uruguay	South America		1704
PQ708513.1	A/Canada goose/NY/23-008586-001-original/2023	H5N1	2023-03-15	Branta canadensis	8853	USA: NY	North America		1704
OR910468.1	A/South American sea lion/Valparaiso/243136-1/2023	H5N1	2023-03-19	Otaria byronia	161932	Chile	South America		1776
OR664580.1	A/duck/Bangladesh/57006/2023	H5N1	2023-03-21	Anas sp.	42806	Bangladesh	Asia		1751
PV388455.1	A/chicken/Egypt/M1/2023	H5N1	2023-03-25	Gallus gallus	9031	Egypt	Africa		1704
PP947532.1	A/Chestnut Teal/Victoria/23-01686-034/2023	H5N3	2023-04	Anas castanea	45631	Australia: Victoria	Oceania		1695
PP947540.1	A/Grey Teal/Victoria/23-01686-040/2023	H5N3	2023-04	Anas gracilis	45630	Australia: Victoria	Oceania		1695
PP947548.1	A/Pacific Black Duck/Victoria/23-01686-039/2023	H5N3	2023-04	Anas superciliosa	45632	Australia: Victoria	Oceania		1695
PV321336.1	A/Turkey/QC/FAV-0130-1A-2023/2023	H5N1	2023-04-03	Meleagris gallopavo	9103	Canada: QC	North America		1704
PQ304273.1	A/turkey/Valparaiso/248976-13/2023	H5N1	2023-04-13	Meleagris gallopavo	9103	Chile	South America		1776
PV301512.1	A/Turkey Vulture/ON/FAV-0196-2_1ce2dpi-2023/2023	H5N1	2023-05-01	Cathartes aura	43455	Canada: ON	North America		1704
PV998184.1	A/gull/Mari El/345-5V/2023	H5N1	2023-05-18	Laridae	8910	Russia: Mari El	Europe		1776
OR420092.1	A/Fregata magnificens/RJ/1532-N/2023	H5N1	2023-06-03	Fregata magnificens	37042	Brazil: RJ	South America		1776
PP922951.1	A/Pacific black duck/Victoria/17363/2023	H5N3	2023-06-22	Anas superciliosa	45632	Australia: Victoria	Oceania		1695
PP068534.1	A/duck/Bangladesh/58400/2023	H5N1	2023-06-23	Anas sp.	42806	Bangladesh	Asia		1751
PP922959.1	A/wild waterbird/Queensland/P23-02457-48/2023	H5N3	2023-06-23			Australia: Queensland	Oceania		1695
PP922967.1	A/wild waterbird/Queensland/P23-02457-51/2023	H5N3	2023-06-23			Australia: Queensland	Oceania		1695
OR388762.1	A/feline/South Korea/SNU2/2023	H5N1	2023-07-04	Feliformia	379583	South Korea	Asia		1757
PQ118399.1	A/Glaucous-winged gull/Washington/W231990001-1/2023	H5N1	2023-07-13	Larus glaucescens	119606	USA: Washington	North America		1704
PQ881959.1	A/Duck/Vientiane/C2422/2023	H5N1	2023-07-17	Anatidae	8830	Laos: Vientiane	Asia		1760
PP922975.1	A/wild waterbird/South Australia/23-80999145-13/2023	H5N9	2023-07-31			Australia: South Australia	Oceania		1695
PQ118169.1	A/Harbor seal/Washington/W232490069-3/2023	H5N1	2023-08-13	Phoca vitulina	9720	USA: Washington	North America		1704
PV998169.1	A/fur seal/Sakhalin/399-1V/2023	H5N1	2023-08-13			Russia: Sakhalin	Europe		1776
PP680485.1	A/duck/Bangladesh/58587/2023	H5N1	2023-08-19	Anas sp.	42806	Bangladesh	Asia		1751
PP680285.1	A/duck/Bangladesh/58592/2023	H5N1	2023-08-19	Anas sp.	42806	Bangladesh	Asia		1751
PP680391.1	A/duck/Bangladesh/58660/2023	H5N1	2023-08-19	Anas sp.	42806	Bangladesh	Asia		1751
PP680396.1	A/duck/Bangladesh/58665/2023	H5N1	2023-08-19	Anas sp.	42806	Bangladesh	Asia		1751
PP680404.1	A/duck/Bangladesh/58667/2023	H5N1	2023-08-19	Anas sp.	42806	Bangladesh	Asia		1751
OR912354.1	A/pinniped/Uruguay/P4_6923/2023	H5N1	2023-09-06	Pinnipedia	3072905	Uruguay	South America		1704
PP680231.1	A/duck/Bangladesh/58826/2023	H5N1	2023-09-09	Anas sp.	42806	Bangladesh	Asia		1751
OR912289.1	A/pinniped/Uruguay/P15_14923/2023	H5N1	2023-09-14	Pinnipedia	3072905	Uruguay	South America		1704
OR857851.1	A/Sula leucogaster/Sao Francisco do Sul/2122-N/2023	H5N1	2023-09-27	Sula leucogaster	57661	Brazil: Sao Francisco do Sul	South America		1704
PX480070.1	A/sea lion/Rio Grande do Sul/67/2023	H5N1	2023-10	Otariidae	9702	Brazil: Rio Grande do Sul	South America		1761
OR844540.1	A/Otaria flavescens/Rio Grande/2148-N/2023	H5N1	2023-10-03	Otaria byronia	161932	Brazil: Rio Grande	South America		1753
PQ129514.1	A/Brown Skua/South Georgia and the South Sandwich Islands/16/2023	H5N1	2023-10-08	Stercorarius lonnbergi	54054	South Georgia and the South Sandwich Islands	Antarctica		1776
PQ129522.1	A/Brown Skua/South Georgia and the South Sandwich Islands/24/2023	H5N1	2023-10-08	Stercorarius lonnbergi	54054	South Georgia and the South Sandwich Islands	Antarctica		1776
PQ129506.1	A/Brown Skua/South Georgia and the South Sandwich Islands/8/2023	H5N1	2023-10-08	Stercorarius lonnbergi	54054	South Georgia and the South Sandwich Islands	Antarctica		1776
PQ002122.1	A/Southern elephant seal/Peninsula Valdes/HA_CH-PD032_oral/2023	H5N1	2023-10-10	Mirounga leonina	9715	Argentina: Chubut, Peninsula Valdes	South America		1755
PV265857.1	A/duck/Egypt/DA21339OP/2023	H5N1	2023-10-17	Anas sp.	42806	Egypt	Africa		1751
PV265968.1	A/duck/Egypt/DA21340OP/2023	H5N1	2023-10-17	Anas sp.	42806	Egypt	Africa		1751
PV265585.1	A/duck/Egypt/DA21341OP/2023	H5N1	2023-10-17	Anas sp.	42806	Egypt	Africa		1751
PV265936.1	A/duck/Egypt/DA21342C/2023	H5N1	2023-10-17	Anas sp.	42806	Egypt	Africa		1751
PV265960.1	A/duck/Egypt/DA21342OP/2023	H5N1	2023-10-17	Anas sp.	42806	Egypt	Africa		1751
